filename,case,split
"D27_HE [d=5,x=10649,y=12114,w=2701,h=3195] [d=1,x=256,y=512,w=512,h=512]",D027,val
"D27_HE [d=5,x=10649,y=12114,w=2701,h=3195] [d=1,x=512,y=0,w=512,h=512]",D027,val
"D27_HE [d=5,x=10649,y=12114,w=2701,h=3195] [d=1,x=512,y=256,w=512,h=512]",D027,train
"D27_HE [d=5,x=10649,y=12114,w=2701,h=3195] [d=1,x=512,y=512,w=512,h=512]",D027,val
"D28_HE [d=5,x=12343,y=23626,w=3641,h=2956] [d=1,x=0,y=0,w=512,h=512]",D028,train
"D28_HE [d=5,x=12343,y=23626,w=3641,h=2956] [d=1,x=0,y=256,w=512,h=512]",D028,val
"D28_HE [d=5,x=12343,y=23626,w=3641,h=2956] [d=1,x=0,y=512,w=512,h=512]",D028,train
"D28_HE [d=5,x=12343,y=23626,w=3641,h=2956] [d=1,x=256,y=0,w=512,h=512]",D028,train
"D28_HE [d=5,x=12343,y=23626,w=3641,h=2956] [d=1,x=256,y=256,w=512,h=512]",D028,train
"D28_HE [d=5,x=12343,y=23626,w=3641,h=2956] [d=1,x=256,y=512,w=512,h=512]",D028,val
"D28_HE [d=5,x=12343,y=23626,w=3641,h=2956] [d=1,x=512,y=0,w=512,h=512]",D028,val
"D28_HE [d=5,x=12343,y=23626,w=3641,h=2956] [d=1,x=512,y=256,w=512,h=512]",D028,train
"D28_HE [d=5,x=12343,y=23626,w=3641,h=2956] [d=1,x=512,y=512,w=512,h=512]",D028,train
"D28_HE [d=5,x=31066,y=37746,w=5000,h=5000] [d=1,x=0,y=0,w=512,h=512]",D028,train
"D28_HE [d=5,x=31066,y=37746,w=5000,h=5000] [d=1,x=0,y=256,w=512,h=512]",D028,val
"D28_HE [d=5,x=31066,y=37746,w=5000,h=5000] [d=1,x=0,y=512,w=512,h=512]",D028,train
"D28_HE [d=5,x=31066,y=37746,w=5000,h=5000] [d=1,x=0,y=768,w=512,h=512]",D028,val
"D28_HE [d=5,x=31066,y=37746,w=5000,h=5000] [d=1,x=256,y=0,w=512,h=512]",D028,train
"D28_HE [d=5,x=31066,y=37746,w=5000,h=5000] [d=1,x=256,y=256,w=512,h=512]",D028,train
"D28_HE [d=5,x=31066,y=37746,w=5000,h=5000] [d=1,x=256,y=512,w=512,h=512]",D028,val
"D28_HE [d=5,x=31066,y=37746,w=5000,h=5000] [d=1,x=256,y=768,w=512,h=512]",D028,train
"D28_HE [d=5,x=31066,y=37746,w=5000,h=5000] [d=1,x=512,y=0,w=512,h=512]",D028,train
"D28_HE [d=5,x=31066,y=37746,w=5000,h=5000] [d=1,x=512,y=256,w=512,h=512]",D028,val
"D28_HE [d=5,x=31066,y=37746,w=5000,h=5000] [d=1,x=512,y=512,w=512,h=512]",D028,train
"D28_HE [d=5,x=31066,y=37746,w=5000,h=5000] [d=1,x=512,y=768,w=512,h=512]",D028,train
"D28_HE [d=5,x=31066,y=37746,w=5000,h=5000] [d=1,x=768,y=0,w=512,h=512]",D028,val
"D28_HE [d=5,x=31066,y=37746,w=5000,h=5000] [d=1,x=768,y=256,w=512,h=512]",D028,train
"D28_HE [d=5,x=31066,y=37746,w=5000,h=5000] [d=1,x=768,y=512,w=512,h=512]",D028,train
"D28_HE [d=5,x=31066,y=37746,w=5000,h=5000] [d=1,x=768,y=768,w=512,h=512]",D028,train
"D30_HE [d=5,x=15750,y=52851,w=1477,h=1723] [d=1,x=0,y=0,w=512,h=512]",D030,train
"D30_HE [d=5,x=15750,y=52851,w=1477,h=1723] [d=1,x=0,y=256,w=512,h=512]",D030,train
"D30_HE [d=5,x=15750,y=52851,w=1477,h=1723] [d=1,x=256,y=0,w=512,h=512]",D030,train
"D30_HE [d=5,x=15750,y=52851,w=1477,h=1723] [d=1,x=256,y=256,w=512,h=512]",D030,train
"D30_HE [d=5,x=59221,y=47689,w=1520,h=1585] [d=1,x=0,y=0,w=512,h=512]",D030,train
"D30_HE [d=5,x=59221,y=47689,w=1520,h=1585] [d=1,x=0,y=256,w=512,h=512]",D030,train
"D30_HE [d=5,x=59221,y=47689,w=1520,h=1585] [d=1,x=256,y=0,w=512,h=512]",D030,train
"D30_HE [d=5,x=59221,y=47689,w=1520,h=1585] [d=1,x=256,y=256,w=512,h=512]",D030,train
"D31_HE [d=5,x=49890,y=15218,w=5000,h=5000] [d=1,x=0,y=0,w=512,h=512]",D031,train
"D31_HE [d=5,x=49890,y=15218,w=5000,h=5000] [d=1,x=0,y=256,w=512,h=512]",D031,train
"D31_HE [d=5,x=49890,y=15218,w=5000,h=5000] [d=1,x=0,y=512,w=512,h=512]",D031,train
"D31_HE [d=5,x=49890,y=15218,w=5000,h=5000] [d=1,x=0,y=768,w=512,h=512]",D031,train
"D31_HE [d=5,x=49890,y=15218,w=5000,h=5000] [d=1,x=256,y=0,w=512,h=512]",D031,train
"D31_HE [d=5,x=49890,y=15218,w=5000,h=5000] [d=1,x=256,y=256,w=512,h=512]",D031,train
"D31_HE [d=5,x=49890,y=15218,w=5000,h=5000] [d=1,x=256,y=512,w=512,h=512]",D031,train
"D31_HE [d=5,x=49890,y=15218,w=5000,h=5000] [d=1,x=256,y=768,w=512,h=512]",D031,train
"D31_HE [d=5,x=49890,y=15218,w=5000,h=5000] [d=1,x=512,y=0,w=512,h=512]",D031,train
"D31_HE [d=5,x=49890,y=15218,w=5000,h=5000] [d=1,x=512,y=256,w=512,h=512]",D031,train
"D31_HE [d=5,x=49890,y=15218,w=5000,h=5000] [d=1,x=512,y=512,w=512,h=512]",D031,train
"D31_HE [d=5,x=49890,y=15218,w=5000,h=5000] [d=1,x=512,y=768,w=512,h=512]",D031,train
"D31_HE [d=5,x=49890,y=15218,w=5000,h=5000] [d=1,x=768,y=0,w=512,h=512]",D031,train
"D31_HE [d=5,x=49890,y=15218,w=5000,h=5000] [d=1,x=768,y=256,w=512,h=512]",D031,train
"D31_HE [d=5,x=49890,y=15218,w=5000,h=5000] [d=1,x=768,y=512,w=512,h=512]",D031,train
"D31_HE [d=5,x=49890,y=15218,w=5000,h=5000] [d=1,x=768,y=768,w=512,h=512]",D031,train
"D31_HE [d=5,x=50345,y=33875,w=4555,h=4976] [d=1,x=0,y=0,w=512,h=512]",D031,train
"D31_HE [d=5,x=50345,y=33875,w=4555,h=4976] [d=1,x=0,y=256,w=512,h=512]",D031,train
"D31_HE [d=5,x=50345,y=33875,w=4555,h=4976] [d=1,x=0,y=512,w=512,h=512]",D031,val
"D31_HE [d=5,x=50345,y=33875,w=4555,h=4976] [d=1,x=0,y=768,w=512,h=512]",D031,train
"D31_HE [d=5,x=50345,y=33875,w=4555,h=4976] [d=1,x=256,y=0,w=512,h=512]",D031,train
"D31_HE [d=5,x=50345,y=33875,w=4555,h=4976] [d=1,x=256,y=256,w=512,h=512]",D031,val
"D31_HE [d=5,x=50345,y=33875,w=4555,h=4976] [d=1,x=256,y=512,w=512,h=512]",D031,train
"D31_HE [d=5,x=50345,y=33875,w=4555,h=4976] [d=1,x=256,y=768,w=512,h=512]",D031,train
"D31_HE [d=5,x=50345,y=33875,w=4555,h=4976] [d=1,x=512,y=0,w=512,h=512]",D031,val
"D31_HE [d=5,x=50345,y=33875,w=4555,h=4976] [d=1,x=512,y=256,w=512,h=512]",D031,train
"D31_HE [d=5,x=50345,y=33875,w=4555,h=4976] [d=1,x=512,y=512,w=512,h=512]",D031,train
"D31_HE [d=5,x=50345,y=33875,w=4555,h=4976] [d=1,x=512,y=768,w=512,h=512]",D031,train
"D31_HE [d=5,x=50345,y=33875,w=4555,h=4976] [d=1,x=768,y=0,w=512,h=512]",D031,val
"D31_HE [d=5,x=50345,y=33875,w=4555,h=4976] [d=1,x=768,y=256,w=512,h=512]",D031,train
"D31_HE [d=5,x=50345,y=33875,w=4555,h=4976] [d=1,x=768,y=512,w=512,h=512]",D031,train
"D31_HE [d=5,x=50345,y=33875,w=4555,h=4976] [d=1,x=768,y=768,w=512,h=512]",D031,val
"D33_HE [d=5,x=12066,y=30154,w=5000,h=5000] [d=1,x=0,y=0,w=512,h=512]",D033,train
"D33_HE [d=5,x=12066,y=30154,w=5000,h=5000] [d=1,x=0,y=256,w=512,h=512]",D033,val
"D33_HE [d=5,x=12066,y=30154,w=5000,h=5000] [d=1,x=0,y=512,w=512,h=512]",D033,train
"D33_HE [d=5,x=12066,y=30154,w=5000,h=5000] [d=1,x=0,y=768,w=512,h=512]",D033,train
"D33_HE [d=5,x=12066,y=30154,w=5000,h=5000] [d=1,x=256,y=0,w=512,h=512]",D033,val
"D33_HE [d=5,x=12066,y=30154,w=5000,h=5000] [d=1,x=256,y=256,w=512,h=512]",D033,train
"D33_HE [d=5,x=12066,y=30154,w=5000,h=5000] [d=1,x=256,y=512,w=512,h=512]",D033,val
"D33_HE [d=5,x=12066,y=30154,w=5000,h=5000] [d=1,x=256,y=768,w=512,h=512]",D033,train
"D33_HE [d=5,x=12066,y=30154,w=5000,h=5000] [d=1,x=512,y=0,w=512,h=512]",D033,train
"D33_HE [d=5,x=12066,y=30154,w=5000,h=5000] [d=1,x=512,y=256,w=512,h=512]",D033,val
"D33_HE [d=5,x=12066,y=30154,w=5000,h=5000] [d=1,x=512,y=512,w=512,h=512]",D033,train
"D33_HE [d=5,x=12066,y=30154,w=5000,h=5000] [d=1,x=512,y=768,w=512,h=512]",D033,train
"D33_HE [d=5,x=12066,y=30154,w=5000,h=5000] [d=1,x=768,y=0,w=512,h=512]",D033,train
"D33_HE [d=5,x=12066,y=30154,w=5000,h=5000] [d=1,x=768,y=256,w=512,h=512]",D033,train
"D33_HE [d=5,x=12066,y=30154,w=5000,h=5000] [d=1,x=768,y=512,w=512,h=512]",D033,train
"D33_HE [d=5,x=12066,y=30154,w=5000,h=5000] [d=1,x=768,y=768,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=0,y=0,w=512,h=512]",D033,val
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=0,y=1024,w=512,h=512]",D033,val
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=0,y=1280,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=0,y=1536,w=512,h=512]",D033,val
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=0,y=1792,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=0,y=2048,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=0,y=2304,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=0,y=256,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=0,y=2560,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=0,y=512,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=0,y=768,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=1024,y=0,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=1024,y=1024,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=1024,y=1280,w=512,h=512]",D033,val
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=1024,y=1536,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=1024,y=1792,w=512,h=512]",D033,val
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=1024,y=2048,w=512,h=512]",D033,val
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=1024,y=2304,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=1024,y=256,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=1024,y=2560,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=1024,y=512,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=1024,y=768,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=1280,y=0,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=1280,y=1024,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=1280,y=1280,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=1280,y=1536,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=1280,y=1792,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=1280,y=2048,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=1280,y=2304,w=512,h=512]",D033,val
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=1280,y=256,w=512,h=512]",D033,val
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=1280,y=2560,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=1280,y=512,w=512,h=512]",D033,val
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=1280,y=768,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=1536,y=0,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=1536,y=1024,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=1536,y=1280,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=1536,y=1536,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=1536,y=1792,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=1536,y=2048,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=1536,y=2304,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=1536,y=256,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=1536,y=2560,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=1536,y=512,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=1536,y=768,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=1792,y=0,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=1792,y=1024,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=1792,y=1280,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=1792,y=1536,w=512,h=512]",D033,val
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=1792,y=1792,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=1792,y=2048,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=1792,y=2304,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=1792,y=256,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=1792,y=2560,w=512,h=512]",D033,val
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=1792,y=512,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=1792,y=768,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=2048,y=0,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=2048,y=1024,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=2048,y=1280,w=512,h=512]",D033,val
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=2048,y=1536,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=2048,y=1792,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=2048,y=2048,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=2048,y=2304,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=2048,y=256,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=2048,y=2560,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=2048,y=512,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=2048,y=768,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=2304,y=0,w=512,h=512]",D033,val
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=2304,y=1024,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=2304,y=1280,w=512,h=512]",D033,val
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=2304,y=1536,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=2304,y=1792,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=2304,y=2048,w=512,h=512]",D033,val
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=2304,y=2304,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=2304,y=256,w=512,h=512]",D033,val
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=2304,y=2560,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=2304,y=512,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=2304,y=768,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=256,y=0,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=256,y=1024,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=256,y=1280,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=256,y=1536,w=512,h=512]",D033,val
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=256,y=1792,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=256,y=2048,w=512,h=512]",D033,val
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=256,y=2304,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=256,y=256,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=256,y=2560,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=256,y=512,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=256,y=768,w=512,h=512]",D033,val
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=512,y=0,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=512,y=1024,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=512,y=1280,w=512,h=512]",D033,val
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=512,y=1536,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=512,y=1792,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=512,y=2048,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=512,y=2304,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=512,y=256,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=512,y=2560,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=512,y=512,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=512,y=768,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=768,y=0,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=768,y=1024,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=768,y=1280,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=768,y=1536,w=512,h=512]",D033,val
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=768,y=1792,w=512,h=512]",D033,val
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=768,y=2048,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=768,y=2304,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=768,y=256,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=768,y=2560,w=512,h=512]",D033,train
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=768,y=512,w=512,h=512]",D033,val
"D33_HE [d=5,x=5375,y=46575,w=11800,h=13393] [d=1,x=768,y=768,w=512,h=512]",D033,val
"D33_HE [d=5,x=67066,y=15154,w=5000,h=5000] [d=1,x=0,y=0,w=512,h=512]",D033,val
"D33_HE [d=5,x=67066,y=15154,w=5000,h=5000] [d=1,x=0,y=256,w=512,h=512]",D033,train
"D33_HE [d=5,x=67066,y=15154,w=5000,h=5000] [d=1,x=0,y=512,w=512,h=512]",D033,train
"D33_HE [d=5,x=67066,y=15154,w=5000,h=5000] [d=1,x=0,y=768,w=512,h=512]",D033,train
"D33_HE [d=5,x=67066,y=15154,w=5000,h=5000] [d=1,x=256,y=0,w=512,h=512]",D033,train
"D33_HE [d=5,x=67066,y=15154,w=5000,h=5000] [d=1,x=256,y=256,w=512,h=512]",D033,val
"D33_HE [d=5,x=67066,y=15154,w=5000,h=5000] [d=1,x=256,y=512,w=512,h=512]",D033,val
"D33_HE [d=5,x=67066,y=15154,w=5000,h=5000] [d=1,x=256,y=768,w=512,h=512]",D033,train
"D33_HE [d=5,x=67066,y=15154,w=5000,h=5000] [d=1,x=512,y=0,w=512,h=512]",D033,train
"D33_HE [d=5,x=67066,y=15154,w=5000,h=5000] [d=1,x=512,y=256,w=512,h=512]",D033,train
"D33_HE [d=5,x=67066,y=15154,w=5000,h=5000] [d=1,x=512,y=512,w=512,h=512]",D033,val
"D33_HE [d=5,x=67066,y=15154,w=5000,h=5000] [d=1,x=512,y=768,w=512,h=512]",D033,train
"D33_HE [d=5,x=67066,y=15154,w=5000,h=5000] [d=1,x=768,y=0,w=512,h=512]",D033,train
"D33_HE [d=5,x=67066,y=15154,w=5000,h=5000] [d=1,x=768,y=256,w=512,h=512]",D033,val
"D33_HE [d=5,x=67066,y=15154,w=5000,h=5000] [d=1,x=768,y=512,w=512,h=512]",D033,val
"D33_HE [d=5,x=67066,y=15154,w=5000,h=5000] [d=1,x=768,y=768,w=512,h=512]",D033,train
"D34_HE [d=5,x=59162,y=25474,w=5000,h=5000] [d=1,x=0,y=0,w=512,h=512]",D034,val
"D34_HE [d=5,x=59162,y=25474,w=5000,h=5000] [d=1,x=0,y=256,w=512,h=512]",D034,train
"D34_HE [d=5,x=59162,y=25474,w=5000,h=5000] [d=1,x=0,y=512,w=512,h=512]",D034,train
"D34_HE [d=5,x=59162,y=25474,w=5000,h=5000] [d=1,x=0,y=768,w=512,h=512]",D034,train
"D34_HE [d=5,x=59162,y=25474,w=5000,h=5000] [d=1,x=256,y=0,w=512,h=512]",D034,train
"D34_HE [d=5,x=59162,y=25474,w=5000,h=5000] [d=1,x=256,y=256,w=512,h=512]",D034,val
"D34_HE [d=5,x=59162,y=25474,w=5000,h=5000] [d=1,x=256,y=512,w=512,h=512]",D034,train
"D34_HE [d=5,x=59162,y=25474,w=5000,h=5000] [d=1,x=256,y=768,w=512,h=512]",D034,train
"D34_HE [d=5,x=59162,y=25474,w=5000,h=5000] [d=1,x=512,y=0,w=512,h=512]",D034,train
"D34_HE [d=5,x=59162,y=25474,w=5000,h=5000] [d=1,x=512,y=256,w=512,h=512]",D034,val
"D34_HE [d=5,x=59162,y=25474,w=5000,h=5000] [d=1,x=512,y=512,w=512,h=512]",D034,train
"D34_HE [d=5,x=59162,y=25474,w=5000,h=5000] [d=1,x=512,y=768,w=512,h=512]",D034,val
"D34_HE [d=5,x=59162,y=25474,w=5000,h=5000] [d=1,x=768,y=0,w=512,h=512]",D034,train
"D34_HE [d=5,x=59162,y=25474,w=5000,h=5000] [d=1,x=768,y=256,w=512,h=512]",D034,train
"D34_HE [d=5,x=59162,y=25474,w=5000,h=5000] [d=1,x=768,y=512,w=512,h=512]",D034,val
"D34_HE [d=5,x=59162,y=25474,w=5000,h=5000] [d=1,x=768,y=768,w=512,h=512]",D034,train
"D35_HE [d=5,x=10244,y=41566,w=4454,h=4528] [d=1,x=0,y=0,w=512,h=512]",D035,train
"D35_HE [d=5,x=10244,y=41566,w=4454,h=4528] [d=1,x=0,y=256,w=512,h=512]",D035,train
"D35_HE [d=5,x=10244,y=41566,w=4454,h=4528] [d=1,x=0,y=512,w=512,h=512]",D035,val
"D35_HE [d=5,x=10244,y=41566,w=4454,h=4528] [d=1,x=0,y=768,w=512,h=512]",D035,train
"D35_HE [d=5,x=10244,y=41566,w=4454,h=4528] [d=1,x=256,y=0,w=512,h=512]",D035,train
"D35_HE [d=5,x=10244,y=41566,w=4454,h=4528] [d=1,x=256,y=256,w=512,h=512]",D035,train
"D35_HE [d=5,x=10244,y=41566,w=4454,h=4528] [d=1,x=256,y=512,w=512,h=512]",D035,train
"D35_HE [d=5,x=10244,y=41566,w=4454,h=4528] [d=1,x=256,y=768,w=512,h=512]",D035,val
"D35_HE [d=5,x=10244,y=41566,w=4454,h=4528] [d=1,x=512,y=0,w=512,h=512]",D035,train
"D35_HE [d=5,x=10244,y=41566,w=4454,h=4528] [d=1,x=512,y=256,w=512,h=512]",D035,train
"D35_HE [d=5,x=10244,y=41566,w=4454,h=4528] [d=1,x=512,y=512,w=512,h=512]",D035,train
